CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_Inactive_12_mon,Credit_Limit,Total_Trans_Amt
721249158,1,42,2,2,6414.0,708
751469808,0,36,3,2,12852.0,1606
708117933,1,44,2,2,1880.0,2469
717998058,0,26,0,3,2585.0,2644
779610033,1,58,1,3,12151.0,918
821157183,0,42,5,2,2541.0,4698
720971358,0,59,0,3,26812.0,14838
712980333,0,33,3,3,24149.0,2584
713206683,1,40,4,1,34516.0,1028
708834483,1,46,2,2,17667.0,1775
716973333,0,40,3,3,4642.0,5080
718578708,0,49,4,3,34516.0,14212
808169358,0,57,2,3,12291.0,1683
780598383,0,35,3,3,2148.0,2167
708226833,0,53,1,6,34516.0,13247
710463408,0,47,3,2,9683.0,15627
713419908,0,58,2,2,12362.0,4537
713019783,0,41,3,3,2644.0,4081
719085933,0,35,3,1,23561.0,2447
711238908,0,65,0,5,7699.0,5103
718435158,0,50,3,1,34516.0,1930
771045708,1,41,5,3,1504.0,2801
713441958,0,46,2,3,19727.0,1245
715544883,0,39,1,3,14135.0,13703
803938908,0,49,4,2,2659.0,4546
714738033,0,44,4,3,1602.0,5428
714217908,0,49,3,3,2406.0,1173
713462508,0,55,2,1,3591.0,13289
715206408,0,31,1,1,6662.0,3264
708968733,0,47,3,3,31987.0,7926
717130383,0,50,0,3,2334.0,1386
712161858,1,55,5,2,1438.3,2244
718829358,0,40,3,1,1956.0,4977
819610908,1,38,2,4,32938.0,1137
708225483,0,47,4,2,11242.0,4246
713670333,0,60,1,3,2486.0,1378
821755233,0,40,2,5,14999.0,3441
810271083,1,47,3,5,14897.0,2164
710178558,1,46,2,3,34516.0,9314
713424108,0,37,1,1,4288.0,2591
750995508,1,41,3,3,4697.0,1679
719554758,0,46,2,3,34516.0,1672
720950283,1,47,3,3,21359.0,2064
716366208,0,45,2,1,8103.0,5221
719518308,0,48,2,2,5039.0,1390
798011733,0,53,3,1,1562.0,4574
720980958,0,43,5,3,3092.0,4797
779324358,0,49,2,1,2381.0,4013
714435408,0,57,3,3,12663.0,3297
803028858,1,38,2,3,3775.0,2031
712576908,0,30,0,2,4516.0,1819
789523683,0,51,2,1,2180.0,4348
803205258,0,51,3,3,2420.0,4348
711040758,0,32,0,3,7200.0,3006
712653183,0,49,4,1,1976.0,3675
717866133,0,47,2,3,2677.0,2170
770220558,1,57,3,6,5859.0,8004
771706308,0,46,2,3,14310.0,1254
720531633,1,55,1,2,3552.0,2665
710244108,0,44,3,1,34516.0,13967
824795358,0,49,3,3,1638.0,4150
710955633,0,54,3,1,9256.0,1446
714243408,0,46,2,6,2042.0,4917
795997908,0,36,2,3,16050.0,3215
718041033,0,47,4,1,2178.0,5363
826417233,0,35,4,3,2933.0,5089
709434408,0,42,3,1,5848.0,8417
712723608,0,44,3,2,1713.0,3999
708513183,0,39,1,2,4323.0,3078
714213708,1,35,3,3,3611.0,2178
828281733,0,43,4,3,14881.0,1408
720504633,1,46,2,2,3254.0,967
713723433,0,52,4,1,5721.0,4188
713852958,0,51,2,3,31501.0,3893
718225683,0,56,1,2,34516.0,15274
818839983,0,55,2,2,10916.0,1592
772086408,0,38,3,1,6162.0,1527
783366483,0,44,3,3,11474.0,3242
771411408,1,50,1,3,2673.0,4929
721256808,0,35,2,1,2691.0,4365
709311633,0,41,2,2,27000.0,1209
719595708,0,53,2,1,7469.0,15212
720823458,0,59,2,6,5218.0,4658
716636808,0,39,3,2,34516.0,3572
718976283,0,51,2,2,1858.0,4388
714680208,0,50,1,3,1652.0,4533
711349083,0,47,4,2,4012.0,2962
717705858,0,40,2,3,29923.0,2528
716044383,0,41,3,1,5869.0,4191
813915933,0,45,2,3,2259.0,1393
799026633,0,56,1,3,16254.0,2502
717841683,0,49,3,1,22651.0,3915
799031958,0,49,2,2,18379.0,4122
709619433,0,52,2,2,34516.0,8604
715291908,0,31,1,1,11109.0,13988
788990508,0,62,0,1,1540.0,3714
712571883,0,40,3,3,11409.0,4677
789992733,0,50,1,1,2210.0,4937
789528183,0,39,2,2,1438.3,2583
779032308,0,46,3,2,4964.0,3279
720849708,0,44,4,3,14388.0,7042
714536208,0,50,3,2,2473.0,4203
779058108,0,49,3,1,2536.0,1468
783393633,0,46,3,4,1530.0,4256
797753283,0,34,1,3,2707.0,1926
716322783,0,47,3,2,2154.0,4538
710932683,0,55,2,1,6394.0,3470
714385983,0,57,2,3,8224.0,16319
713318733,1,32,0,2,4097.0,8376
717439983,1,48,2,3,14774.0,8293
778461408,0,38,1,3,22149.0,2409
758178558,0,44,3,2,4703.0,4127
716909283,0,60,1,1,30655.0,3280
715413483,0,44,3,1,4066.0,3888
718871358,0,45,2,1,1785.0,4964
711925608,0,42,4,2,18274.0,3886
785230083,0,50,2,2,3318.0,4905
779870883,0,45,4,2,4595.0,3746
717580458,1,43,4,3,19333.0,7847
718486608,0,53,2,2,21079.0,13930
772466508,1,45,3,2,18004.0,2030
718491708,0,53,2,3,16592.0,7642
713531808,0,38,1,1,1438.3,4475
712569408,0,56,4,2,3455.0,4925
712981383,0,44,4,2,10790.0,1052
715699983,0,56,3,1,9226.0,1626
708747708,0,43,3,1,3498.0,2512
709967358,0,48,4,2,30367.0,1671
714948858,1,50,2,2,3647.0,2935
715155033,0,61,0,1,2122.0,5224
789012633,0,30,0,2,4868.0,2907
711906033,0,48,3,2,6182.0,3546
815772333,0,48,2,3,1438.3,4059
787568433,0,42,3,1,7328.0,4518
720854358,0,27,0,1,3823.0,2026
714429258,0,46,5,3,11464.0,3660
771942333,0,65,1,2,5363.0,3855
712281183,0,55,4,2,24336.0,1425
719196858,0,50,2,1,6508.0,4254
720237408,0,59,1,2,22715.0,15004
712221408,0,42,4,3,2654.0,4767
714372333,1,59,0,4,2302.0,2256
713865333,1,45,4,4,4908.0,827
709713033,1,55,1,3,6846.0,1735
711008508,0,59,2,1,11808.0,13751
710645583,0,44,2,1,7627.0,4349
711550983,0,46,1,2,11343.0,8313
771450708,0,58,3,3,4669.0,4363
719439108,0,42,1,3,15315.0,14728
712177908,0,50,4,3,2446.0,4310
779363283,0,48,3,3,12391.0,4376
716574033,0,45,3,2,18000.0,7149
715315008,0,40,4,3,4640.0,3870
713637783,0,44,3,2,24936.0,1810
720010608,1,37,2,2,10226.0,2243
716580933,0,63,0,3,1970.0,4533
788269158,0,35,2,3,3280.0,2534
720903258,1,48,3,2,9405.0,4801
713043183,0,61,0,2,2572.0,4313
771752508,0,40,3,1,4660.0,8571
801383808,0,50,3,2,23090.0,1198
714791208,0,47,4,5,3482.0,1039
716947083,0,32,3,2,3845.0,14593
768728508,0,45,5,3,15987.0,14209
716688183,1,51,1,3,1665.0,2878
713520858,0,53,1,3,3895.0,16023
709013208,0,40,2,2,15594.0,16101
715950483,1,39,1,3,2821.0,2397
714172158,0,51,0,2,2637.0,4525
710741208,0,39,2,2,5269.0,2094
708668283,0,39,2,4,5140.0,1842
779844408,1,43,1,3,1438.3,2137
779198133,0,45,3,3,9977.0,3530
711881733,0,55,1,3,1606.0,4548
719885883,0,53,3,2,34516.0,1497
711267633,1,50,3,4,4248.0,2271
721287183,0,49,2,2,2081.0,4863
711375558,0,48,2,3,3072.0,4540
714405183,0,47,3,2,1776.0,4295
711337158,0,56,2,5,3059.0,4774
716986458,0,44,3,3,9766.0,7605
719964933,0,50,5,2,1438.3,4550
721359183,0,33,2,3,2907.0,4390
710567508,0,53,3,2,23462.0,1387
714658233,0,46,5,3,1438.3,3916
794160408,0,46,3,1,3044.0,4747
772869033,0,47,3,4,34516.0,7283
773018583,0,38,4,1,3144.0,4717
780100533,0,46,3,2,26303.0,3586
721026033,0,57,1,3,2564.0,2673
710713608,0,60,0,3,24528.0,4070
817908783,0,44,3,3,34516.0,14242
717202083,1,46,2,3,7077.0,2619
708741633,0,52,4,3,4153.0,1771
751518633,1,48,5,3,34516.0,2260
717837858,0,47,5,1,17603.0,2902
716037708,0,50,0,3,9474.0,3240
811700058,1,41,2,3,34516.0,4822
709548783,1,44,2,3,1438.3,2100
825856083,0,39,1,1,2623.0,4078
720099708,0,51,4,3,3124.0,4716
710632683,0,31,1,2,1438.3,2308
717090183,0,60,1,1,21697.0,2117
711126483,0,37,1,3,1438.3,5136
808903308,1,54,1,3,2471.0,2519
788794758,1,46,4,2,2979.0,2061
718882008,0,38,1,2,22487.0,4960
717200508,0,40,4,1,3056.0,4734
719722308,0,31,0,1,3329.0,13109
712644483,0,46,3,3,20229.0,4270
714580158,0,26,0,1,2773.0,3567
720920058,0,38,2,3,4800.0,2935
718707933,1,54,2,3,2189.0,2750
712110333,1,37,3,1,2179.0,2568
781326483,0,31,0,1,8673.0,2457
709649958,1,62,0,5,28229.0,2281
780076833,0,44,1,1,8315.0,4088
714916758,0,48,2,3,5210.0,1309
773108958,0,55,2,1,3011.0,4439
710289783,1,43,2,2,2086.0,2537
712450008,1,50,2,2,4045.0,2438
711204483,1,56,4,3,2340.0,781
713090658,0,58,2,2,2599.0,8061
715984908,0,52,2,3,2866.0,4850
711460458,1,44,1,2,10973.0,10583
714777858,0,60,2,3,2343.0,4858
789417708,0,44,2,2,1438.3,4988
720460083,1,45,4,2,34516.0,2198
757662258,0,46,4,1,2477.0,5138
713460258,0,45,0,1,19107.0,8987
711850533,0,46,4,1,3818.0,4272
714130233,0,39,2,3,3047.0,1602
717397983,0,39,2,2,23402.0,7570
771051783,0,53,3,2,4182.0,1297
802867683,0,53,2,2,1536.0,4133
720635883,0,34,3,3,8628.0,2902
713556033,0,36,1,2,1438.3,3959
719863758,0,49,3,2,1869.0,1549
712200033,0,44,4,3,3024.0,4983
716288208,0,48,3,1,15618.0,7549
719414658,0,52,0,4,12366.0,4880
718993533,0,44,2,3,15821.0,8927
709518858,0,50,2,1,2897.0,4891
802455633,0,56,1,4,1698.0,4371
709405758,0,36,2,3,1911.0,1965
712319058,0,37,1,3,4671.0,2468
709729533,1,47,3,3,1809.0,2169
708856983,1,36,3,1,13873.0,694
789231858,0,59,1,3,1438.3,5177
772202058,0,64,0,3,2084.0,1597
744483633,0,35,3,3,14869.0,2753
708720558,0,44,3,2,4489.0,3773
715737258,0,41,1,3,2225.0,4917
713853858,0,41,4,2,34516.0,2589
717450633,1,47,3,2,1659.0,1920
714652383,0,51,4,3,1571.0,4580
721527858,1,52,3,5,2003.0,2343
718441308,0,41,2,1,8228.0,4933
721179708,0,48,2,2,5758.0,4422
820330008,0,46,5,1,32926.0,8231
719610708,0,43,1,1,28612.0,14727
709375158,0,29,1,3,7270.0,3759
713922183,0,52,2,2,2507.0,4461
716212383,1,38,1,3,10874.0,4619
708957183,0,48,0,1,2708.0,2198
708447858,0,59,2,3,3850.0,15107
719621958,0,43,3,2,4365.0,1720
819606258,0,48,4,3,8737.0,3876
779445108,0,26,0,1,3290.0,2781
717658758,0,49,4,2,34516.0,7962
806219808,0,52,3,6,5119.0,5146
817247658,0,45,3,2,21317.0,3814
719013108,0,42,3,2,3178.0,4605
809599158,1,48,4,3,34516.0,1626
826245858,1,50,2,4,34516.0,7661
713241033,0,34,0,3,5175.0,2405
712457208,1,58,1,3,22718.0,8100
770848308,0,45,2,2,34516.0,8773
787475433,0,36,2,2,6966.0,4855
806889633,0,38,2,1,20117.0,2906
710529708,0,41,3,3,23260.0,15140
799224108,0,46,4,1,6265.0,1715
773364483,0,45,4,1,34516.0,1906
714216858,0,35,2,1,1507.0,4679
779954658,0,56,4,3,34516.0,4714
720807183,0,55,2,2,15026.0,3281
804708633,0,44,3,2,7323.0,4666
709413933,1,56,2,6,2381.0,1920
710789058,0,55,1,2,34516.0,1308
716437533,0,51,2,3,11862.0,4101
789209283,0,48,3,3,4361.0,4518
718570158,0,54,4,3,2901.0,4731
716381808,0,43,2,4,8406.0,3820
716564433,1,53,1,2,4287.0,1635
772288758,0,47,4,1,5349.0,1343
788977833,0,61,0,1,5362.0,1876
715573758,0,43,4,2,34516.0,15226
774588633,0,45,3,2,1438.3,4928
778272408,1,52,1,4,5763.0,2310
709444983,1,38,3,2,2435.0,1460
719463708,0,47,1,1,2099.0,4471
720997383,1,52,1,3,1857.0,829
711566208,0,58,3,2,5023.0,14111
714074808,0,58,0,3,2241.0,4653
708885558,1,56,1,5,3556.0,2220
787581858,0,46,2,2,3132.0,3612
714529233,0,36,2,1,3124.0,1652
820848408,0,52,4,5,1438.3,5053
718920708,0,35,3,3,5240.0,2172
708947208,0,36,2,3,2900.0,2631
714664683,0,46,4,3,2490.0,8178
710958933,1,43,3,3,6080.0,4866
715091208,0,42,3,3,18177.0,8512
717078933,0,40,5,2,4205.0,4256
717432933,0,52,5,1,3167.0,4587
807349158,0,36,4,3,34516.0,2243
708672708,0,49,4,3,34516.0,3990
711289533,0,39,4,3,26710.0,14043
708516558,0,37,2,2,2588.0,4159
708694983,0,55,1,2,3150.0,14750
713487633,0,44,3,4,34516.0,7663
766224933,0,46,2,1,29528.0,14428
720231108,0,57,2,4,3451.0,3031
709469658,0,47,3,1,7421.0,4353
714119283,1,42,2,3,2516.0,2257
714695883,0,45,5,2,2699.0,4071
779449308,0,46,4,3,3206.0,3253
710734308,0,49,1,3,6481.0,15937
719991783,0,40,2,3,34516.0,3644
720178158,1,46,4,3,7552.0,5537
712043433,0,53,1,2,11329.0,1213
708772308,0,41,3,3,4119.0,1455
711003483,0,40,3,3,20466.0,15121
709495833,1,44,2,2,1438.3,1944
712659408,0,57,1,3,2721.0,4578
719580033,0,54,1,2,2910.0,1256
716443608,0,46,3,3,7199.0,4050
716477133,0,42,4,3,1438.3,3910
789241308,1,54,2,3,1438.3,2145
709793133,0,43,2,1,3186.0,1531
805259733,0,55,2,1,11341.0,1731
721041483,1,45,4,2,13093.0,2032
779925033,0,38,4,3,2997.0,2807
712395408,1,51,3,3,1495.0,2552
719323683,0,47,3,5,4543.0,4093
717035283,1,46,1,3,2445.0,2216
778855383,0,36,5,1,1438.3,1975
712210458,0,38,1,3,5639.0,16628
709238358,0,51,0,3,19387.0,7604
710141208,0,45,4,3,3196.0,13300
716328558,0,46,2,5,11434.0,4520
778971408,0,36,4,2,2803.0,1968
789240258,0,50,2,3,2784.0,4904
769200858,0,34,4,2,1438.3,4626
714906033,0,47,2,2,5145.0,1588
716815308,0,44,2,2,4396.0,3942
787550808,0,51,2,1,12240.0,1422
711499158,0,47,2,3,34516.0,3018
717085983,0,44,2,2,3299.0,4312
715878183,0,46,4,3,18325.0,1517
825785508,0,49,3,2,14699.0,4890
716702358,0,44,2,3,2337.0,4048
719401158,0,62,0,2,4136.0,7739
818901708,0,41,4,1,1438.3,4539
827695683,0,40,3,2,34516.0,3906
803380383,0,46,5,3,1592.0,4615
719523108,0,61,0,2,11236.0,4253
789996783,0,36,3,3,5393.0,4769
757224108,0,43,4,3,2624.0,3929
710923533,0,38,4,2,34516.0,15611
711595833,0,46,3,2,9981.0,1456
804649833,0,42,3,3,2533.0,3436
712003083,0,55,1,2,34516.0,1612
717001908,1,41,5,2,6936.0,2874
823519458,0,44,3,1,6441.0,7123
714156633,0,60,0,3,3068.0,4533
717177783,0,36,0,2,13313.0,15549
793015083,0,46,4,3,2586.0,4481
719266158,0,42,2,3,6779.0,3434
717395733,0,42,3,4,4142.0,4512
779236083,0,37,3,1,4138.0,2420
811942983,0,55,2,2,17627.0,4836
720739083,1,36,2,2,1691.0,2716
810493458,0,52,1,1,4058.0,4388
708701358,0,39,2,2,2370.0,4000
813573333,0,60,1,1,2661.0,1354
712225008,0,55,2,6,6054.0,3998
780670083,1,39,2,2,4363.0,2596
717733158,0,43,3,2,3186.0,4197
721338783,0,49,4,2,13483.0,3427
718896108,0,48,3,1,1438.3,5014
770781558,0,35,2,1,3230.0,1914
788908308,0,46,2,3,5972.0,14227
720568083,0,40,2,2,8624.0,2428
771527508,0,60,2,4,10886.0,3488
713921058,0,55,3,2,2897.0,1337
709406733,0,46,3,2,20434.0,13280
769575783,1,49,3,3,1603.0,2644
721014858,0,61,0,1,2942.0,1479
714124983,0,57,2,4,13457.0,3303
718299933,0,42,3,3,4333.0,15903
714047733,0,53,3,2,4942.0,7460
721519908,0,29,1,2,3640.0,13306
711777633,0,41,3,2,5784.0,4173
713537733,0,46,4,2,34516.0,7582
719887008,0,38,3,4,1757.0,4121
826477083,0,48,2,1,4570.0,1520
716513358,0,51,2,3,2069.0,4402
779703258,0,41,4,3,2069.0,4962
789322833,1,48,5,3,8025.0,673
717241233,0,60,1,3,6089.0,14112
715009833,0,51,1,4,1857.0,5149
714655758,0,62,0,3,4049.0,4003
721004133,0,38,2,2,1438.3,4093
718403358,0,49,2,2,7231.0,3912
714639783,1,42,3,3,13450.0,1000
717823383,0,56,4,1,3426.0,4268
714742758,0,42,4,2,3428.0,4751
713872833,0,54,2,1,10753.0,7302
714148758,0,34,2,3,1726.0,5228
709127808,0,48,3,2,6243.0,3502
711555483,0,43,3,3,8777.0,4551
710821833,0,65,1,2,9095.0,1314
715596783,0,29,1,3,1895.0,4333
710736558,0,39,2,3,8096.0,1794
771725808,0,43,3,1,28700.0,3395
719539458,0,46,3,3,3913.0,5170
715555833,0,47,3,3,4862.0,4167
716878533,0,55,2,1,10979.0,1425
779261433,0,54,2,1,2043.0,3553
790108908,0,44,2,1,34058.0,4043
771719283,0,39,4,1,8587.0,8854
709493283,0,42,2,2,4111.0,1289
789008508,0,44,4,1,3472.0,13999
708193008,0,41,4,3,14480.0,1616
708369633,1,34,3,3,15487.0,7031
716199408,1,52,2,3,3608.0,4907
710410158,1,49,2,4,34516.0,1592
716271183,1,45,2,2,8924.0,1720
789504183,0,37,4,3,34516.0,2574
714900408,0,41,4,1,5773.0,1306
711252258,0,54,1,3,1572.0,4148
709204158,0,36,2,2,3438.0,2331
802875333,0,51,1,3,2458.0,3377
711433908,1,41,3,2,9491.0,9061
758408883,0,37,1,3,13355.0,1921
797488158,0,52,2,3,14316.0,1313
708276183,1,52,3,4,1760.0,1554
719282433,0,60,0,3,6417.0,3280
779192283,0,51,2,1,6462.0,4156
716998608,0,48,3,3,6703.0,1843
719465733,0,52,2,3,2971.0,4458
713398158,0,45,3,2,3821.0,15005
709913733,0,39,3,2,2279.0,1693
713777883,0,46,0,3,6853.0,3543
793720908,0,46,5,2,7333.0,3636
713197308,0,42,4,2,6224.0,7612
714951858,0,44,2,1,4473.0,4047
736893108,0,33,2,3,1438.3,4196
720885558,0,51,2,1,2621.0,4885
797228883,0,46,2,3,3981.0,14340
715663458,0,51,4,3,2268.0,5016
715442958,0,54,2,3,11067.0,1843
719751483,1,39,2,3,1438.3,2567
797898858,0,40,2,2,4748.0,7288
756397458,0,54,1,3,12873.0,3170
712378983,1,54,1,6,7570.0,2599
719847108,1,52,1,3,8455.0,8124
714352533,0,47,3,2,15472.0,14132
712854633,0,49,2,1,11320.0,2845
713648208,0,40,2,2,3097.0,4624
717776808,0,47,4,2,7353.0,2005
718252533,1,30,0,1,4203.0,7292
821752908,0,53,2,3,4142.0,15078
711669258,1,50,3,3,3187.0,2381
717166383,0,40,4,2,2166.0,5097
818502708,0,51,1,3,2284.0,4885
788920308,0,51,2,2,2258.0,4368
778346283,0,53,0,3,21006.0,1856
717942033,0,52,2,1,33552.0,14490
711420258,0,43,4,3,1438.3,4432
721282908,0,44,4,1,1438.3,3971
716324583,0,42,4,4,2875.0,4577
767553333,1,45,3,3,8383.0,2600
720087708,0,38,3,3,1854.0,5245
714970458,0,39,2,1,9173.0,1807
717105258,0,37,1,3,3992.0,2181
772394883,1,60,1,6,7359.0,2869
788769783,0,42,4,1,1878.0,4707
714962658,1,35,2,3,1931.0,2482
708176208,0,48,1,4,7268.0,4199
709830783,0,47,5,2,34516.0,4039
779065458,0,56,1,1,9257.0,4212
787454133,0,40,2,2,1438.3,4776
720600858,0,41,4,2,5633.0,3695
719913783,0,40,3,2,7680.0,13617
789533133,0,45,3,1,4995.0,4389
708163758,0,41,3,4,34516.0,13085
720565458,1,43,2,3,17306.0,6205
719358333,0,36,4,1,2157.0,1663
773082033,0,35,1,3,25516.0,2317
713412558,0,39,4,3,5454.0,2674
719150658,1,51,2,3,7551.0,2977
708501783,1,43,2,2,34516.0,1868
809959683,0,55,2,2,19159.0,1813
716761308,0,37,4,3,2286.0,5199
718054833,0,50,2,3,15341.0,2916
716955783,0,52,2,2,16026.0,4418
714115533,0,28,0,1,2943.0,2591
714308283,0,41,2,3,6059.0,4119
719117433,0,41,4,3,23018.0,1463
714334383,0,54,2,2,3583.0,1065
710986758,0,43,3,2,11550.0,3891
717970158,0,42,2,3,8083.0,3942
717657333,0,43,3,3,7584.0,4783
709541433,0,37,2,3,2041.0,1555
711231558,0,58,3,1,8308.0,1915
789016983,0,45,3,5,2948.0,7834
719818983,1,39,1,3,12464.0,1195
720917808,0,35,2,3,2100.0,2623
787868958,0,36,2,3,14690.0,2746
787472283,0,49,2,2,20533.0,3918
719782458,0,49,1,3,7201.0,3981
710005683,0,56,2,3,12540.0,16518
771500358,0,43,2,3,4332.0,4093
779856483,0,38,2,1,15410.0,3368
712460433,0,39,2,1,9121.0,4112
709176108,0,56,4,3,4604.0,4586
715880283,0,57,1,4,9272.0,4649
721379433,0,44,4,2,11338.0,1227
713254983,0,62,0,2,14314.0,4355
717211608,0,45,3,4,4975.0,4776
717382608,0,59,1,2,26692.0,8780
712891833,0,45,2,1,2723.0,3875
713808633,0,31,0,2,10850.0,13794
717903108,0,57,1,1,4283.0,4689
789923058,1,53,1,3,1816.0,2474
719942883,0,54,5,3,2290.0,1119
711757383,0,50,3,1,2240.0,1905
711885258,0,47,4,3,7711.0,2078
715118058,0,45,3,3,20274.0,5274
708884658,0,48,2,1,2315.0,4828
714003483,0,37,1,3,7539.0,15293
811912608,0,52,3,2,2741.0,5077
710639658,1,29,1,1,17744.0,9658
719613783,0,51,1,2,1438.3,4211
713856708,0,48,4,1,6798.0,4327
770575233,0,37,2,1,5663.0,2553
710643183,0,42,2,2,3172.0,4163
766006758,0,63,1,2,7216.0,1734
712606158,0,47,4,1,5715.0,3685
720887058,0,51,1,2,3668.0,4753
715186608,0,43,4,2,3304.0,14565
711913833,0,37,3,2,8818.0,1865
817089408,0,44,2,1,19114.0,4413
816082233,0,35,3,1,8547.0,1311
818235408,0,30,0,3,19534.0,15634
717141858,0,56,2,1,13904.0,3151
794551383,0,50,3,3,4419.0,4535
802834158,1,42,4,2,6743.0,1934
721347408,0,55,1,2,2569.0,1456
708826158,0,45,4,2,3670.0,8608
768498258,0,47,1,2,2950.0,4740
718426533,0,42,4,1,5504.0,1364
713261133,1,38,4,2,8632.0,2221
779597133,0,55,1,3,2663.0,4317
716273133,0,41,3,2,1593.0,4853
719342808,0,48,3,2,4180.0,3750
719229708,0,41,1,3,4969.0,1489
745435533,0,44,2,1,2617.0,3104
711326583,0,62,0,3,3989.0,4274
711840408,0,64,0,3,2492.0,1375
810545733,0,47,2,3,2373.0,4228
720322008,0,35,2,2,1438.3,4551
716471508,0,54,2,1,19865.0,4350
772452783,0,43,3,1,4402.0,1774
720618033,0,43,3,3,9633.0,14829
713378133,0,54,0,2,11696.0,2445
712220283,0,37,2,2,12222.0,4215
794510358,0,41,3,3,33408.0,3754
814312308,0,54,3,3,5335.0,1435
716836308,0,29,1,3,3839.0,14791
718759833,0,44,2,3,32643.0,1058
718065333,0,39,4,4,2385.0,3711
788808633,0,43,3,3,2355.0,1441
718420308,0,50,2,1,3397.0,4208
715725858,0,43,3,2,2256.0,4893
709216533,0,52,2,3,2803.0,3142
719759733,1,59,0,4,1852.0,2851
714643983,0,42,1,3,2758.0,4119
715940358,0,51,1,2,5822.0,1804
819631158,0,54,4,3,2802.0,5924
719874633,1,44,1,2,34516.0,1891
709158333,0,44,4,2,2758.0,4244
710572458,0,36,3,1,15439.0,2069
711799458,0,41,4,1,6507.0,4544
718162908,0,55,3,2,26101.0,1472
710273658,0,36,2,2,3092.0,2883
712532058,0,44,3,1,12552.0,15508
789220008,0,56,3,2,4531.0,1425
737921733,1,62,1,3,1892.0,1581
778137108,0,43,4,1,30503.0,1860
711285633,0,33,0,1,2735.0,3306
719723658,0,49,2,1,1768.0,4628
716475183,0,45,3,3,10290.0,4326
716229108,0,55,3,3,3282.0,4674
716308683,0,47,3,2,6524.0,4267
708870408,0,53,4,3,3844.0,4271
710202783,0,33,2,3,1963.0,1378
714989583,0,46,2,2,15405.0,1763
718773333,0,51,4,2,5139.0,7548
708508758,1,62,0,3,1438.3,692
708833133,0,40,3,2,3170.0,2027
711551958,1,59,2,3,1438.3,844
795979833,0,53,1,1,3445.0,1074
813261408,0,52,1,3,2151.0,3446
796083783,1,55,2,0,1438.3,2278
718009158,0,50,3,2,2563.0,3774
717826308,0,49,5,2,2331.0,4061
713447583,0,48,3,3,3871.0,5480
718715583,0,65,2,2,2318.0,1256
779289033,0,46,3,1,21646.0,3328
716726058,0,48,3,1,2865.0,4609
714516783,0,54,0,3,12547.0,3360
771040758,0,62,0,1,30310.0,3703
812019933,0,65,1,3,2468.0,1797
711801933,1,54,4,3,1438.3,2092
780633483,0,58,0,2,2194.0,4962
710775483,0,53,1,1,9060.0,14305
758617233,0,56,5,3,4132.0,14781
717244683,0,43,3,3,21922.0,7409
716657058,0,43,4,3,8358.0,1566
720252858,0,57,3,3,10350.0,3396
714421233,0,54,0,3,5399.0,1292
778992108,0,57,2,3,5266.0,1516
714035283,1,56,1,2,2802.0,2371
711978858,0,59,2,3,6834.0,4422
709545333,0,33,4,2,12716.0,2412
714986583,0,55,4,2,4978.0,5025
779508333,0,63,0,2,23925.0,3677
768928833,0,37,2,2,7304.0,2717
772569033,0,44,0,2,5293.0,4572
818770008,0,49,5,1,8256.0,1291
716165508,0,51,2,1,3559.0,4498
713858733,0,61,0,3,2566.0,4344
716225433,0,60,1,3,26566.0,3103
716454858,0,35,2,1,4014.0,14257
718358808,0,57,2,3,3276.0,3758
710845308,0,46,4,2,32949.0,14892
721513833,0,35,0,3,5619.0,2808
709752183,0,48,3,2,11432.0,1374
788946783,0,50,2,1,9697.0,1812
717582558,0,50,1,2,34516.0,3874
772098858,0,44,4,2,8230.0,7736
720181758,1,37,0,3,8654.0,850
709945458,0,52,3,1,1438.3,4791
744231708,0,45,2,3,1513.0,4166
718742808,1,55,1,4,4629.0,2877
714821433,0,45,4,1,2737.0,7587
789373683,0,45,3,2,1438.3,4976
717444558,0,50,1,1,2623.0,5237
713730933,1,53,4,3,1438.3,1739
713916708,0,53,3,1,34516.0,7758
718731183,1,61,1,2,5472.0,705
789398733,0,56,3,3,5270.0,16179
713733633,1,27,0,3,13303.0,10219
826762908,0,52,3,2,11976.0,2089
712329933,1,47,1,3,3654.0,1998
803216433,1,43,5,3,14806.0,4804
714725883,0,41,4,1,5654.0,15123
823848183,0,39,1,2,15987.0,8438
713413758,0,26,1,3,2751.0,2270
714709983,0,43,2,2,6979.0,1665
713579733,0,36,2,3,4511.0,2597
710698233,0,37,4,1,10021.0,1463
797410983,0,45,3,2,1438.3,5020
771073908,0,62,0,1,1438.3,1406
768420558,0,59,0,3,4830.0,3365
771486933,0,64,1,3,2563.0,3942
713394858,0,48,2,2,4776.0,4581
715232058,0,61,0,1,5561.0,1820
710792733,0,47,3,2,2897.0,4491
788923758,0,26,1,1,10693.0,4138
772674933,0,51,1,3,5638.0,2036
719488008,0,39,1,3,2490.0,1902
712835433,0,49,3,3,1438.3,4869
773257233,0,46,4,2,7128.0,3534
708908883,0,37,2,3,12033.0,12603
778801608,0,50,2,4,3606.0,3568
788770908,0,45,4,2,3035.0,4275
715524708,0,49,5,2,20756.0,1502
784789758,0,40,2,3,3269.0,3966
709937583,0,45,2,3,3024.0,14220
771469758,0,55,3,1,34516.0,4131
716506083,1,44,1,3,5409.0,10291
779759058,0,52,0,3,3386.0,1736
753642933,0,52,3,3,2728.0,4293
