Attrition_Flag,Customer_Age,Dependent_count,Months_Inactive_12_mon,Total_Trans_Amt,Education_Level
1,37,1,2,2374,High School
0,39,3,2,1529,College
0,56,0,6,4118,Graduate
0,31,0,1,16464,Graduate
0,57,0,2,1546,Graduate
0,43,4,1,1394,Uneducated
1,39,2,3,2859,High School
0,45,2,3,1749,College
1,46,3,4,1102,College
1,44,3,2,2418,Unknown
0,38,1,3,4106,Graduate
0,44,3,2,12739,High School
0,59,0,1,1904,Doctorate
0,54,2,3,15033,Post-Graduate
0,42,3,2,4429,High School
0,64,0,3,1662,Unknown
0,45,4,2,1773,Graduate
0,45,4,3,8007,Doctorate
1,39,3,2,2010,Unknown
0,54,1,3,2768,Doctorate
0,39,3,3,3944,Graduate
1,53,0,4,1461,High School
0,50,3,1,3569,Graduate
0,51,4,3,1795,High School
1,43,2,3,1937,Uneducated
0,42,3,3,1537,High School
0,35,2,2,2079,College
0,48,5,2,3230,Uneducated
0,26,0,3,2564,High School
0,40,4,3,4438,Uneducated
0,51,1,1,3837,High School
0,44,2,1,1775,Unknown
0,45,4,4,3802,High School
0,59,1,2,4899,College
0,43,1,3,1518,Graduate
0,50,1,1,14341,Graduate
1,32,1,3,1376,High School
0,49,2,2,3806,Graduate
0,63,0,2,1730,Unknown
0,42,3,2,3921,Uneducated
0,48,3,3,2838,Unknown
1,45,4,4,1697,Unknown
0,48,2,3,4462,Graduate
0,57,1,3,5750,Graduate
0,43,3,2,3970,Unknown
0,43,2,3,4419,Graduate
0,40,1,2,4300,High School
1,48,2,2,2228,High School
0,30,0,5,1567,Graduate
1,54,2,3,2313,High School
0,52,2,1,1433,Unknown
0,47,3,3,13769,Post-Graduate
1,57,2,6,2511,Uneducated
0,61,2,1,15802,Uneducated
0,42,3,2,4838,High School
0,56,2,2,1448,Uneducated
0,33,3,2,2171,High School
0,52,2,2,1309,Graduate
0,55,3,2,1842,Graduate
0,46,3,3,4678,College
0,44,2,1,1729,Graduate
1,44,3,3,1979,College
0,38,1,3,4116,Unknown
1,48,2,2,2499,Graduate
0,56,0,1,4684,College
0,51,2,6,16059,Unknown
0,62,0,1,2123,Graduate
0,44,3,3,4509,High School
0,40,3,2,1872,Uneducated
0,36,3,2,3222,Graduate
0,42,5,1,1230,Unknown
0,44,1,4,4819,Graduate
0,44,4,1,4429,High School
0,55,1,1,1910,High School
0,48,4,2,4227,Graduate
1,46,4,2,1799,Post-Graduate
0,53,3,3,1687,Graduate
1,26,0,2,1027,Graduate
0,43,1,3,1212,Graduate
0,47,3,2,4037,Unknown
0,57,2,2,3228,Unknown
0,35,1,2,4145,Graduate
0,41,3,2,4220,Doctorate
0,56,0,2,4241,Unknown
0,41,2,2,4727,Graduate
0,44,3,2,4625,Graduate
0,39,4,3,2443,Uneducated
1,36,1,2,2516,Graduate
0,50,3,1,4509,Graduate
0,37,3,1,1583,Uneducated
1,40,3,2,2051,Uneducated
0,40,3,3,13672,Graduate
0,47,3,1,4598,Post-Graduate
0,57,3,1,4304,College
0,48,3,2,4539,High School
0,53,2,1,1636,Unknown
0,53,3,2,7766,Graduate
1,49,1,1,4517,Graduate
0,38,3,3,3904,High School
1,53,1,2,2432,College
1,48,4,2,739,Uneducated
0,39,2,2,4203,Doctorate
0,32,3,3,1921,Graduate
0,49,5,1,15039,Graduate
0,58,1,2,1410,Doctorate
0,39,2,1,2201,High School
0,50,3,3,4419,Graduate
1,48,4,2,2013,High School
0,42,5,2,1789,Graduate
0,48,4,3,5111,High School
0,47,2,3,14018,Uneducated
0,46,2,3,4958,Graduate
0,46,3,2,4775,High School
0,53,3,3,1627,Uneducated
0,45,3,3,4547,Uneducated
0,40,2,3,1382,Uneducated
0,35,3,1,4601,Doctorate
1,35,4,3,717,Graduate
1,45,5,3,8586,College
1,49,3,3,1329,High School
0,33,3,3,4208,Graduate
0,47,1,3,1497,Graduate
0,49,2,2,3737,Post-Graduate
0,38,3,1,3831,High School
0,38,2,3,14719,Doctorate
0,52,1,2,4617,Unknown
0,60,0,2,1361,High School
0,48,5,3,16171,College
1,49,3,2,1756,Graduate
0,43,3,3,4401,High School
0,47,4,1,5065,High School
1,49,3,3,2648,Unknown
0,44,4,3,5001,Unknown
0,52,3,3,1427,College
0,42,1,1,978,Graduate
0,54,0,2,4751,Graduate
0,44,3,2,3164,College
0,57,2,2,4322,Graduate
0,45,4,3,3520,Unknown
0,41,3,3,4365,Unknown
0,57,2,3,4664,Graduate
0,42,3,3,1675,Graduate
0,36,1,5,17437,Graduate
1,53,2,3,1133,Graduate
0,35,3,3,4359,Graduate
0,44,4,2,3784,Graduate
0,58,1,2,1541,High School
1,56,2,6,2229,Doctorate
0,46,3,3,4255,Graduate
0,44,5,2,4984,High School
0,32,3,2,1874,High School
0,36,2,3,2747,Doctorate
0,51,2,1,15209,Graduate
0,43,3,2,3778,Unknown
1,56,3,3,2804,Graduate
1,47,4,3,4885,College
0,53,2,2,4012,Graduate
0,53,2,2,1256,Graduate
0,40,5,1,15851,High School
0,51,2,4,4431,Graduate
0,44,1,1,4820,College
0,51,3,3,7352,Post-Graduate
0,41,4,3,3127,Graduate
0,39,2,3,9179,Unknown
0,43,3,3,5021,Graduate
1,34,2,2,2312,Graduate
1,57,1,3,7733,Uneducated
0,48,3,4,3512,Graduate
0,55,2,2,14475,Doctorate
0,44,2,2,4122,College
0,49,1,2,3380,Graduate
0,39,3,3,15335,Graduate
0,52,1,2,4286,Unknown
0,50,2,1,1986,Unknown
0,48,1,2,4916,Unknown
0,57,3,1,1409,Post-Graduate
0,54,3,3,12956,Graduate
0,50,3,2,16692,Graduate
0,57,3,2,1389,High School
0,41,5,3,5089,Graduate
0,38,1,3,1484,Graduate
0,54,1,3,15130,Unknown
0,50,2,2,4906,Post-Graduate
0,54,2,3,3771,Graduate
0,46,3,3,1619,Unknown
0,49,3,1,7678,Graduate
0,48,2,2,3577,High School
0,41,3,4,4268,High School
0,45,3,1,2978,High School
0,29,0,2,1608,Graduate
1,42,3,3,2516,Graduate
1,38,3,3,2478,High School
0,53,3,2,4421,Uneducated
0,39,1,3,4343,Graduate
0,44,4,2,4892,Uneducated
0,57,3,3,4239,Graduate
0,48,5,3,15282,Unknown
0,38,2,2,7885,High School
0,58,0,4,4082,Doctorate
0,35,1,2,2274,High School
0,55,3,2,1097,Unknown
0,35,3,1,1986,Uneducated
0,36,4,3,4356,Uneducated
0,53,3,3,4075,Post-Graduate
0,50,2,1,1932,Uneducated
0,29,0,2,3519,Post-Graduate
0,32,1,2,1657,High School
0,43,4,3,5446,Graduate
0,47,4,2,1087,Uneducated
0,37,1,2,1377,Graduate
0,52,1,1,4620,Graduate
0,42,2,3,4916,Post-Graduate
0,37,2,2,4513,Graduate
0,52,2,3,1332,High School
0,40,4,1,9137,Post-Graduate
0,48,4,3,4550,College
1,60,1,1,8193,Uneducated
0,50,2,2,4794,Graduate
0,54,1,1,4302,Post-Graduate
0,44,3,3,4532,Unknown
0,41,3,3,3817,College
0,39,2,5,4409,Graduate
1,53,3,3,2314,Graduate
0,48,3,3,1362,College
1,41,1,3,2499,High School
0,58,3,1,14235,Unknown
0,47,4,1,16207,Graduate
0,34,4,3,15077,Unknown
0,44,3,3,2960,College
0,51,4,3,4460,College
0,50,1,1,3873,Graduate
0,46,4,3,9406,College
1,40,3,1,2684,Uneducated
0,51,3,4,3504,Unknown
0,42,3,5,1776,High School
1,43,3,2,3174,Graduate
0,48,3,1,3410,Uneducated
0,38,2,1,13677,High School
1,40,3,2,2634,High School
0,32,1,3,14551,High School
1,54,0,2,3901,Graduate
0,38,3,2,3514,Unknown
0,36,2,3,2882,College
0,48,4,3,7403,High School
0,57,3,3,4360,Post-Graduate
0,44,1,1,7665,Graduate
0,46,3,1,3631,Post-Graduate
0,58,2,1,1417,Uneducated
1,52,2,3,5806,Graduate
0,27,1,1,2236,High School
0,49,2,3,1582,Uneducated
1,46,4,3,2450,Graduate
0,37,2,2,2732,High School
0,46,2,3,4277,High School
0,55,1,2,4960,Unknown
0,37,2,1,4733,Graduate
0,52,2,1,4844,College
0,61,1,1,4705,High School
0,39,2,2,15869,College
0,44,1,3,1341,College
1,44,4,3,9360,High School
0,61,1,3,8216,Graduate
0,45,4,2,15571,Graduate
0,30,2,3,2510,College
0,48,3,1,3205,Graduate
0,41,4,1,1768,Graduate
0,37,2,3,4495,Uneducated
0,50,0,2,4194,Graduate
0,56,4,1,2027,High School
0,46,2,3,4117,Unknown
0,32,1,3,14880,Uneducated
0,33,3,3,2641,Graduate
0,52,3,3,1454,College
0,50,4,3,3730,Graduate
0,26,0,3,2351,High School
0,44,4,1,3706,Uneducated
0,41,3,2,4342,College
0,30,1,3,15670,Unknown
0,39,2,3,1992,Post-Graduate
0,36,2,3,2283,Unknown
0,62,0,1,1194,Post-Graduate
0,46,3,1,9185,Unknown
1,54,3,3,8444,Graduate
0,49,2,3,4842,College
0,36,2,3,2973,College
0,46,3,3,1481,Uneducated
0,45,3,3,1914,Graduate
0,49,4,2,16132,College
0,46,3,3,3101,College
0,59,2,3,13647,Unknown
0,50,1,1,5025,High School
1,47,4,3,2021,Uneducated
0,43,1,3,4210,Graduate
0,63,1,3,3913,Graduate
0,51,2,2,7555,Uneducated
1,50,1,2,2176,College
0,59,1,3,1551,Graduate
1,40,3,2,1884,Graduate
0,41,4,3,4406,Uneducated
0,52,2,4,2275,Graduate
0,53,1,1,3670,Graduate
0,50,1,1,7755,Graduate
0,45,3,3,4431,Unknown
0,27,0,1,4715,Graduate
0,65,2,2,1627,High School
0,48,2,3,1235,Graduate
0,34,3,2,4317,Uneducated
0,30,0,1,3904,High School
0,55,4,1,4885,Graduate
1,41,1,3,3142,Doctorate
0,45,3,2,4110,Uneducated
0,60,2,2,1475,High School
0,56,1,1,4390,Uneducated
0,34,3,2,13804,Graduate
0,30,1,3,13173,High School
0,38,3,1,3625,Graduate
0,52,3,3,4119,Unknown
0,46,2,2,5005,College
1,42,3,3,2360,High School
0,40,2,2,4481,High School
0,50,1,3,1936,High School
1,50,4,3,1480,Graduate
0,47,1,4,4105,High School
0,42,3,3,3029,College
0,56,3,3,4803,Uneducated
0,31,0,3,1831,Graduate
0,41,3,2,3455,Unknown
0,44,2,1,4471,College
1,56,2,3,602,Graduate
0,48,2,3,2051,High School
0,35,3,2,4823,Unknown
0,39,2,2,2905,Graduate
0,49,2,3,3664,College
0,61,2,2,4838,Graduate
0,47,5,3,4123,High School
0,52,2,3,3882,College
1,41,4,2,2331,Unknown
0,46,3,3,3754,High School
0,48,5,3,15903,Unknown
0,62,0,1,4693,Uneducated
0,37,3,3,4714,Post-Graduate
0,44,2,2,4869,Graduate
0,50,3,2,1721,Post-Graduate
0,48,4,1,1545,Graduate
0,50,4,1,14666,Graduate
0,60,0,3,4522,College
0,54,1,3,4468,College
0,56,2,3,4108,High School
0,36,4,2,3073,College
0,45,3,1,1984,Graduate
0,49,0,1,8618,High School
0,41,2,2,1505,Graduate
0,58,1,3,4533,Unknown
0,33,1,2,2429,Graduate
0,59,0,3,1430,Unknown
0,42,3,2,4212,High School
0,43,2,1,4736,High School
1,43,5,3,1941,Uneducated
0,39,1,5,4846,Uneducated
0,43,3,2,1624,Unknown
0,40,2,2,4455,Uneducated
0,61,0,2,1207,Uneducated
0,59,2,1,4154,Uneducated
0,51,0,2,4305,Graduate
0,53,3,1,1872,High School
0,42,4,2,13784,Doctorate
0,30,0,4,2441,High School
0,58,1,2,4223,Doctorate
0,29,1,2,14524,High School
0,47,4,1,4341,Graduate
0,45,4,2,3915,Graduate
0,50,2,2,4620,High School
0,36,4,3,4591,High School
0,65,0,2,2758,Unknown
0,26,0,2,2602,Unknown
0,41,2,1,4300,High School
1,50,2,3,2370,Unknown
0,50,2,2,4037,Unknown
0,49,3,1,4124,Uneducated
0,42,1,3,8108,Post-Graduate
1,59,1,4,10170,High School
0,27,1,3,5176,College
0,47,3,3,5108,Uneducated
1,60,0,1,2412,High School
0,65,1,3,1597,College
0,51,3,3,1233,High School
0,49,2,3,8352,College
1,39,1,2,2870,High School
0,55,1,2,4313,College
0,53,2,2,4312,Unknown
0,63,1,2,4247,Graduate
0,44,2,3,4301,Graduate
0,43,3,2,4845,High School
0,49,0,3,4160,Uneducated
0,45,4,3,4905,Post-Graduate
0,63,1,3,4366,Uneducated
0,47,5,3,3578,Graduate
1,54,2,3,1980,Graduate
0,54,2,3,1836,Graduate
0,44,3,2,13152,Graduate
0,37,3,2,2751,High School
0,40,3,3,4160,Graduate
0,37,2,6,1401,High School
0,46,4,3,3034,College
0,45,0,3,3490,Graduate
0,57,3,1,14287,Post-Graduate
0,58,4,3,1199,High School
0,44,2,3,3758,Graduate
0,53,2,1,3711,Uneducated
1,51,4,3,2179,Graduate
0,31,0,3,14544,College
0,44,3,3,3334,High School
0,34,1,1,5192,Graduate
0,41,3,2,7932,College
0,42,3,2,13692,Graduate
0,58,4,1,1368,Graduate
0,52,3,2,4724,Graduate
0,48,4,2,4959,Post-Graduate
1,50,1,2,1441,High School
0,52,2,3,5283,Unknown
0,51,3,1,4065,Unknown
0,46,4,3,1610,Graduate
0,54,3,3,5044,Graduate
0,61,0,3,1836,High School
1,36,3,2,2060,College
0,53,2,1,1656,Graduate
1,44,4,3,3120,Graduate
0,49,1,2,1106,Graduate
0,32,3,1,2346,Graduate
0,42,2,1,4711,Graduate
0,39,3,3,4203,Graduate
0,56,4,1,1561,Uneducated
0,40,4,3,1513,Graduate
0,38,2,1,4369,Graduate
0,32,2,1,2466,High School
0,45,3,1,1312,Unknown
0,48,4,2,5031,Graduate
0,42,1,3,4518,Doctorate
0,44,4,1,3658,Uneducated
0,48,4,3,3277,College
0,53,2,2,13545,Post-Graduate
0,50,0,3,4836,High School
0,46,1,3,5006,Unknown
0,44,4,1,4549,Post-Graduate
0,31,1,3,14643,Unknown
0,47,2,4,5192,College
0,45,3,3,4353,Graduate
0,55,0,1,1018,High School
0,64,0,2,3951,Graduate
0,26,0,1,3323,College
0,62,0,1,1281,College
0,48,5,1,4615,Uneducated
0,63,1,1,1539,Unknown
0,39,1,3,1820,Uneducated
1,36,2,1,569,Graduate
0,45,1,1,3891,Graduate
0,56,3,1,1093,Unknown
1,57,1,3,938,Graduate
0,41,1,4,7332,College
0,40,3,2,4348,Post-Graduate
0,63,0,3,3434,Unknown
0,61,1,2,4338,College
1,42,2,3,1870,High School
0,41,5,3,4150,Uneducated
0,56,2,1,4727,Graduate
1,51,3,3,1168,Uneducated
1,45,3,2,1853,Uneducated
1,52,2,3,2888,High School
0,32,1,2,1913,High School
0,48,4,1,1732,Graduate
0,50,2,3,3838,Uneducated
0,54,1,4,1566,High School
0,65,0,3,3798,Doctorate
0,30,1,1,2558,Graduate
0,58,3,2,4148,Post-Graduate
0,37,3,1,2879,High School
0,41,3,3,13719,Graduate
0,36,2,3,2338,Uneducated
0,54,3,2,4292,Graduate
1,47,4,3,2572,Unknown
0,39,5,2,4596,Uneducated
0,54,2,4,4404,College
0,53,3,3,4704,Graduate
0,50,0,3,3800,Graduate
0,26,1,4,2473,Unknown
0,39,4,1,1925,Graduate
0,45,2,3,1749,Doctorate
0,62,0,1,4027,Graduate
0,57,2,3,4897,Graduate
0,37,3,4,2339,Uneducated
0,26,0,1,4535,Graduate
0,54,4,4,1543,Unknown
0,48,2,2,3943,Graduate
0,50,1,1,13503,Graduate
0,43,3,3,4622,High School
0,48,3,1,8980,Unknown
0,49,1,2,5104,Unknown
0,30,0,3,4729,High School
0,58,1,1,3797,Graduate
0,45,2,2,4255,Doctorate
1,39,2,3,2336,Graduate
0,55,3,2,4042,Graduate
0,43,3,3,4387,Graduate
0,56,1,3,1249,Graduate
0,51,3,5,3847,Uneducated
0,42,4,1,3157,High School
1,41,2,3,2408,High School
0,26,0,1,2169,High School
0,55,2,3,1512,College
0,37,3,3,2028,Post-Graduate
0,47,1,1,4779,High School
0,61,1,2,2088,Graduate
0,54,1,2,1446,College
0,38,2,1,3732,Graduate
0,42,5,4,14830,High School
0,52,2,1,1541,Uneducated
0,45,3,3,5578,Post-Graduate
0,53,3,2,2156,High School
1,51,1,3,2452,Doctorate
0,38,3,6,1758,High School
0,50,2,3,16202,Graduate
0,29,0,3,2222,Unknown
0,49,1,4,3848,Unknown
0,36,2,2,1283,College
1,56,1,4,7625,Uneducated
0,63,1,3,8634,High School
0,48,5,3,4608,Graduate
0,37,3,4,1903,Graduate
0,36,2,3,4951,College
0,45,4,2,4812,Graduate
1,37,3,3,862,High School
0,48,4,2,1727,Post-Graduate
0,46,3,1,3528,Doctorate
0,39,2,3,15581,Graduate
0,38,0,1,4771,Uneducated
0,65,1,2,3953,Doctorate
0,44,2,2,1117,Graduate
0,43,2,2,7916,Graduate
1,47,3,2,2027,Doctorate
0,47,4,2,15445,Unknown
1,54,5,2,965,High School
0,49,3,3,3367,Uneducated
0,49,3,3,3645,College
0,57,5,2,1337,High School
0,50,3,1,1626,High School
0,46,2,2,7998,Graduate
1,52,0,4,2516,Doctorate
0,42,3,3,4195,Uneducated
0,49,2,1,7381,Uneducated
1,52,3,3,3068,Graduate
0,44,2,1,1088,Graduate
0,39,1,1,3485,Uneducated
0,51,0,2,8438,High School
0,56,2,3,4785,Graduate
0,41,2,3,1457,High School
0,59,1,1,1660,Uneducated
0,50,2,3,5483,Post-Graduate
0,40,5,2,4371,Graduate
0,56,3,1,4175,College
0,45,4,3,4596,Uneducated
0,62,0,3,4041,Unknown
0,40,3,3,4372,Doctorate
0,53,2,3,3095,College
0,26,1,3,2386,High School
1,34,3,2,9177,High School
0,54,3,3,3618,Uneducated
1,32,0,2,8314,Post-Graduate
0,33,2,2,1731,Uneducated
0,45,2,1,4385,Graduate
1,38,4,4,899,College
0,30,0,3,2723,Graduate
0,46,3,3,4402,Graduate
1,55,1,5,2578,College
1,27,0,1,2641,High School
0,49,4,3,4010,High School
0,55,2,3,3807,Uneducated
0,41,5,2,1310,Graduate
0,43,3,3,4667,High School
0,46,4,3,5623,Graduate
0,52,2,2,3621,College
1,45,1,3,1152,Graduate
0,41,5,3,3964,Unknown
0,42,3,2,3910,College
0,47,3,2,1304,Graduate
0,46,2,1,4153,Post-Graduate
0,45,5,1,4483,Graduate
0,39,3,1,1896,Unknown
0,36,1,3,2602,Uneducated
1,59,0,2,8480,High School
1,37,2,2,7432,Unknown
0,37,2,1,4555,High School
1,47,2,3,2607,High School
1,62,0,4,1898,Unknown
0,55,2,1,14229,Uneducated
0,28,1,3,4865,College
0,44,4,3,14802,Uneducated
0,40,5,2,4491,High School
0,53,1,3,5004,Graduate
0,40,1,3,4501,Unknown
0,53,1,2,13803,Unknown
0,49,3,2,4370,High School
1,48,2,3,2536,High School
0,43,3,1,4549,Uneducated
0,42,2,2,3981,College
0,36,3,5,2853,Unknown
0,51,2,1,4124,Graduate
0,41,2,3,3778,Uneducated
0,52,2,6,4254,Unknown
0,46,3,5,3043,Graduate
0,47,2,3,1099,Graduate
0,26,0,3,2740,Graduate
0,48,4,3,5199,Uneducated
0,43,4,1,7370,Uneducated
0,49,4,4,1052,Graduate
0,56,3,3,1794,Graduate
0,47,3,3,1554,Post-Graduate
1,46,3,4,1552,Graduate
0,26,0,3,2152,Graduate
0,44,4,1,4309,Unknown
0,49,3,5,4944,Graduate
0,49,4,1,4150,Graduate
0,61,2,2,3925,High School
0,50,3,3,4418,Doctorate
1,65,2,2,1909,Unknown
0,43,4,1,13339,Unknown
0,54,5,6,4237,Unknown
0,59,2,3,4297,Graduate
0,56,0,1,1425,High School
0,53,1,3,3709,Doctorate
0,46,3,2,1362,High School
0,55,2,1,4424,College
0,57,2,4,4912,Post-Graduate
0,46,3,2,4591,Graduate
0,53,1,2,3819,Uneducated
0,31,0,3,15495,Unknown
0,51,2,3,4321,Doctorate
0,35,2,2,16033,Unknown
0,53,3,1,4505,College
0,43,3,2,5298,High School
1,41,5,3,2622,Post-Graduate
0,50,1,2,1337,Unknown
0,40,4,2,3142,Doctorate
0,49,2,1,1265,High School
0,40,3,2,3658,College
0,45,2,6,1960,College
1,34,2,2,2932,High School
0,44,1,1,8998,Unknown
0,54,2,3,5112,College
0,30,0,1,4108,High School
0,42,3,1,3730,Doctorate
0,48,3,2,4351,Unknown
1,54,2,4,2258,Graduate
0,56,1,2,4498,Unknown
0,62,0,2,1557,Unknown
0,53,0,2,4244,High School
0,26,0,3,2243,High School
0,50,1,1,4488,Doctorate
0,50,1,1,4816,Graduate
0,45,3,2,4041,High School
0,55,3,1,4313,Post-Graduate
0,35,0,2,4509,Graduate
0,45,2,1,4503,College
0,51,2,6,4537,High School
0,40,3,1,5244,Graduate
0,38,2,3,2763,Unknown
0,41,3,2,4717,College
1,45,3,3,2534,College
0,47,1,2,5056,Uneducated
0,45,4,1,2560,College
0,51,3,2,4985,High School
0,38,1,2,4839,Graduate
0,26,2,0,2496,High School
0,48,3,2,4588,High School
0,41,4,2,3776,High School
0,51,3,3,4066,High School
0,56,1,1,3991,Uneducated
1,38,0,2,2283,High School
0,57,2,2,3662,High School
0,50,1,2,3553,Graduate
0,61,0,3,1952,Graduate
0,36,2,3,4957,Graduate
0,47,4,3,4495,Uneducated
0,45,2,4,4317,Graduate
0,48,5,3,4135,Post-Graduate
0,29,0,1,14723,Graduate
0,41,1,2,4637,High School
0,62,0,2,4423,Unknown
0,33,2,1,4478,Doctorate
0,44,3,2,3764,Graduate
0,37,2,2,2660,Uneducated
0,46,2,2,3446,Unknown
0,51,4,2,2086,Uneducated
0,57,0,1,3795,Unknown
1,44,3,2,2697,College
0,48,2,1,4049,Graduate
1,52,1,3,2387,High School
0,51,2,1,3776,College
0,35,3,3,4544,High School
0,39,3,2,1388,High School
0,42,4,2,4921,Graduate
0,45,3,3,1562,Unknown
0,49,4,3,7886,High School
0,44,2,1,1409,Doctorate
0,36,1,1,4095,Unknown
0,38,3,1,4712,Unknown
0,49,1,2,4097,High School
0,46,3,3,4699,College
0,55,2,1,4277,Uneducated
0,59,1,2,4556,College
0,62,0,2,1526,Graduate
0,52,2,2,13264,Uneducated
0,62,1,4,1809,Uneducated
0,52,3,2,4997,Unknown
0,44,2,3,5108,Uneducated
0,60,0,2,4589,Graduate
0,55,4,3,4671,Uneducated
0,40,2,3,4858,Post-Graduate
0,30,2,3,13345,College
0,34,1,1,4237,Uneducated
0,43,5,3,3967,Uneducated
0,30,1,2,2523,Graduate
0,37,4,3,4446,Uneducated
0,30,2,2,1859,Uneducated
0,45,3,1,4462,Doctorate
0,48,2,5,1205,High School
0,53,1,3,1272,High School
1,31,2,1,8102,Unknown
0,58,4,3,13120,High School
0,59,0,3,1776,Uneducated
0,45,5,2,14192,Unknown
0,38,3,3,4190,Graduate
1,48,5,3,8753,Graduate
1,45,3,2,2188,College
0,51,4,4,3333,Uneducated
0,46,1,3,4421,Uneducated
0,47,2,2,4346,High School
0,41,2,1,4828,Graduate
0,46,4,2,2781,Doctorate
0,40,1,3,1260,High School
0,42,4,3,4416,Uneducated
1,46,1,3,2041,Graduate
1,44,5,3,2646,Graduate
0,51,0,3,7854,College
0,58,2,2,1599,Unknown
0,48,2,3,1441,Graduate
0,34,1,3,1930,Graduate
0,56,2,1,4943,Graduate
0,55,2,3,1737,High School
0,59,0,2,4457,College
0,57,1,2,4813,Graduate
0,49,2,2,4269,Graduate
0,42,2,5,4597,Uneducated
0,33,2,1,2154,High School
0,45,5,3,1345,Graduate
0,38,2,1,2169,Unknown
0,62,0,2,4755,Graduate
0,40,3,3,4749,High School
0,40,4,1,3655,Unknown
0,39,1,2,4571,College
0,42,4,2,4860,Unknown
0,53,1,2,4167,Unknown
0,49,2,2,4650,Uneducated
0,51,0,2,5080,Graduate
0,44,4,2,4258,High School
0,47,1,3,1283,Graduate
1,40,4,3,2203,High School
0,38,3,3,1739,Uneducated
0,50,3,2,1964,High School
0,40,4,3,4400,Uneducated
1,53,1,3,9195,Graduate
0,44,3,2,3965,Unknown
0,37,0,2,2002,Unknown
0,54,2,2,5078,High School
0,52,3,1,5034,High School
0,51,2,3,4778,Graduate
0,45,3,3,1649,Graduate
0,41,4,3,4144,High School
1,31,1,1,8286,Graduate
0,44,4,2,7517,Graduate
0,64,0,2,1755,High School
0,49,4,2,2920,College
0,45,1,2,4682,Unknown
1,44,3,1,2440,Unknown
0,60,0,1,13849,Graduate
0,33,2,2,4426,High School
1,47,1,3,2584,Doctorate
0,43,2,3,1448,High School
1,61,0,3,2418,High School
0,48,3,4,14948,Graduate
0,43,4,3,4152,College
0,46,2,1,4434,High School
0,53,1,2,4295,College
0,26,0,4,2192,Uneducated
0,42,1,3,5026,High School
0,37,3,1,15559,Post-Graduate
0,37,3,1,2075,High School
0,52,1,1,1578,Graduate
0,54,4,2,5216,Graduate
0,38,3,2,2320,High School
0,55,3,2,1556,Graduate
0,48,1,2,4880,Graduate
0,39,2,2,1715,Unknown
0,54,2,1,1164,Uneducated
0,41,3,3,1248,Uneducated
0,34,3,1,4794,Graduate
0,44,4,2,3939,Doctorate
0,40,3,2,8443,High School
0,41,3,2,8000,Graduate
0,52,2,3,4569,Graduate
0,41,2,2,13854,High School
0,51,2,3,3988,High School
0,52,3,3,12841,Unknown
0,55,2,2,4078,Graduate
1,41,4,3,2414,Graduate
0,52,3,3,4223,Uneducated
0,30,1,2,16423,High School
1,50,2,1,4800,Graduate
0,55,2,1,3495,Graduate
1,39,3,3,2466,Uneducated
0,37,3,2,3676,Unknown
0,46,4,2,3946,Unknown
0,37,3,2,2555,Uneducated
0,41,5,2,3839,Unknown
1,51,4,3,2584,High School
0,37,2,2,2927,High School
0,51,2,2,13534,Unknown
0,58,4,3,1754,Graduate
0,45,2,2,3342,Unknown
0,45,2,2,4450,Post-Graduate
0,41,3,2,6932,High School
0,53,1,3,7422,High School
1,30,0,1,9242,Uneducated
1,45,3,3,1918,College
0,50,3,1,4037,Uneducated
0,31,1,3,2498,Graduate
1,34,2,3,9183,High School
0,48,3,2,3927,Uneducated
1,50,2,2,6100,Unknown
0,49,4,3,4787,Graduate
0,40,5,1,1539,Graduate
0,52,4,3,3904,Unknown
0,35,2,2,1859,High School
0,42,3,3,4420,Graduate
0,50,1,2,4491,College
0,34,1,3,1703,Graduate
1,40,3,4,2131,Post-Graduate
1,41,3,3,2105,Graduate
0,51,2,2,3060,Unknown
1,43,2,3,2219,Uneducated
0,60,0,3,4939,Doctorate
0,50,2,3,4770,Uneducated
0,51,2,1,7558,High School
1,52,3,3,2554,Graduate
1,47,3,3,1687,Unknown
0,59,1,2,13062,Unknown
0,37,2,2,4444,High School
1,59,1,2,1792,Graduate
0,42,3,3,4477,High School
1,43,3,2,1533,Unknown
0,45,3,2,4293,Graduate
0,53,2,1,1573,Uneducated
1,58,4,1,1060,High School
0,60,1,3,4449,Graduate
0,51,2,3,3435,Doctorate
0,45,5,3,4504,Graduate
1,51,2,3,2167,Doctorate
0,51,4,4,5019,Uneducated
0,63,0,4,3974,College
1,44,3,4,2789,Unknown
0,45,4,3,3317,Graduate
0,43,3,3,4774,Uneducated
0,40,3,1,15925,High School
1,47,2,2,2176,College
0,51,0,3,3607,High School
1,43,3,2,891,Unknown
0,39,1,3,2315,Graduate
0,52,2,2,4102,Post-Graduate
0,43,3,1,4024,Graduate
0,59,1,2,4833,Graduate
0,50,1,5,16019,High School
0,42,3,1,1154,Uneducated
0,39,1,3,4452,Graduate
0,32,2,2,13785,High School
0,61,1,3,3560,Graduate
0,42,4,2,1395,Graduate
0,57,2,2,14401,Doctorate
0,40,1,2,7919,Unknown
0,44,4,1,4176,College
0,47,3,2,4535,Graduate
0,49,1,3,4251,High School
0,53,3,1,5221,Graduate
1,45,3,5,2611,Unknown
0,49,2,2,4098,Uneducated
0,50,4,2,5130,Graduate
0,60,0,5,4210,High School
0,38,3,4,1801,High School
