Attrition_Flag,Marital_Status,Education_Level,Customer_Age,Dependent_count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1
0,Married,High School,52,2,3,14316.0,1081,0.67
1,Married,Post-Graduate,52,3,4,1760.0,0,0.046
0,Single,Graduate,60,0,3,6417.0,1372,1.154
0,Married,Unknown,51,2,1,6462.0,2517,0.8420000000000001
0,Unknown,Graduate,48,3,3,6703.0,1252,0.625
0,Single,High School,52,2,3,2971.0,0,1.154
0,Married,Post-Graduate,45,3,2,3821.0,1673,0.8690000000000001
0,Married,College,39,3,2,2279.0,1529,1.26
0,Divorced,Graduate,46,0,3,6853.0,1679,0.975
0,Single,Uneducated,46,5,2,7333.0,875,0.807
0,Married,Graduate,42,4,2,6224.0,0,0.63
0,Married,Graduate,44,2,1,4473.0,0,0.5429999999999999
0,Single,Doctorate,33,2,3,1438.3,0,0.613
0,Single,High School,51,2,1,2621.0,2426,0.727
0,Married,High School,46,2,3,3981.0,0,0.626
0,Married,Unknown,51,4,3,2268.0,651,0.7170000000000001
0,Married,Uneducated,54,2,3,11067.0,2517,1.048
1,Single,Uneducated,39,2,3,1438.3,576,0.8490000000000001
0,Single,Uneducated,40,2,2,4748.0,2085,0.615
0,Single,Graduate,54,1,3,12873.0,0,1.005
1,Single,Unknown,54,1,6,7570.0,965,0.7090000000000001
1,Married,Unknown,52,1,3,8455.0,2517,0.809
0,Married,Graduate,47,3,2,15472.0,865,0.7559999999999999
0,Single,Unknown,49,2,1,11320.0,0,0.669
0,Unknown,Graduate,40,2,2,3097.0,2409,0.912
0,Single,Graduate,47,4,2,7353.0,1450,0.7390000000000001
1,Divorced,Graduate,30,0,1,4203.0,996,0.705
0,Single,High School,53,2,3,4142.0,2252,0.7140000000000001
1,Single,Uneducated,50,3,3,3187.0,986,0.615
0,Married,Unknown,40,4,2,2166.0,1465,0.857
0,Single,Uneducated,51,1,3,2284.0,1674,0.784
0,Married,High School,51,2,2,2258.0,1250,0.611
0,Married,Graduate,53,0,3,21006.0,1905,0.701
0,Unknown,Uneducated,52,2,1,33552.0,1252,0.7929999999999999
0,Single,Unknown,43,4,3,1438.3,0,0.705
0,Married,Graduate,44,4,1,1438.3,0,0.742
0,Single,Uneducated,42,4,4,2875.0,1892,0.75
1,Single,Graduate,45,3,3,8383.0,0,0.809
0,Married,High School,38,3,3,1854.0,0,0.885
0,Married,High School,39,2,1,9173.0,2047,1.419
0,Married,Graduate,37,1,3,3992.0,1289,1.008
1,Single,Uneducated,60,1,6,7359.0,0,0.768
0,Divorced,College,42,4,1,1878.0,1024,0.76
1,Single,Unknown,35,2,3,1931.0,0,0.862
0,Married,Graduate,48,1,4,7268.0,0,0.691
0,Single,Unknown,47,5,2,34516.0,1686,0.937
0,Married,High School,56,1,1,9257.0,0,0.722
0,Divorced,Unknown,40,2,2,1438.3,0,0.634
0,Married,Graduate,41,4,2,5633.0,1395,0.542
0,Single,Graduate,40,3,2,7680.0,1589,0.688
0,Married,High School,45,3,1,4995.0,1766,0.76
0,Married,Unknown,41,3,4,34516.0,638,0.7240000000000001
1,Single,Post-Graduate,43,2,3,17306.0,0,0.4
0,Married,Uneducated,36,4,1,2157.0,574,0.825
0,Married,Post-Graduate,35,1,3,25516.0,1363,1.172
0,Married,Post-Graduate,39,4,3,5454.0,1108,1.021
1,Married,Graduate,51,2,3,7551.0,0,0.894
1,Married,High School,43,2,2,34516.0,1477,0.324
0,Married,College,55,2,2,19159.0,2108,0.69
0,Single,Unknown,37,4,3,2286.0,0,0.732
0,Single,Unknown,50,2,3,15341.0,1016,0.7090000000000001
0,Single,Graduate,52,2,2,16026.0,1160,0.386
0,Married,Graduate,28,0,1,2943.0,1789,1.271
0,Married,Doctorate,41,2,3,6059.0,1171,0.6779999999999999
0,Unknown,High School,41,4,3,23018.0,2168,0.8590000000000001
0,Married,Graduate,54,2,2,3583.0,0,1.088
0,Single,High School,43,3,2,11550.0,1505,1.034
0,Single,College,42,2,3,8083.0,0,1.0759999999999998
0,Single,Graduate,43,3,3,7584.0,1834,0.818
0,Married,Graduate,37,2,3,2041.0,1687,0.677
0,Married,High School,58,3,1,8308.0,2517,1.455
0,Married,High School,45,3,5,2948.0,968,0.946
1,Divorced,College,39,1,3,12464.0,0,0.8640000000000001
0,Single,High School,35,2,3,2100.0,950,0.764
0,Single,High School,36,2,3,14690.0,979,0.8109999999999999
0,Married,Graduate,49,2,2,20533.0,1321,0.716
0,Married,Graduate,49,1,3,7201.0,1992,0.778
0,Single,College,56,2,3,12540.0,1696,0.799
0,Divorced,Uneducated,43,2,3,4332.0,1313,0.6709999999999999
0,Single,Post-Graduate,38,2,1,15410.0,0,0.638
0,Single,Uneducated,39,2,1,9121.0,1426,0.6659999999999999
0,Unknown,Post-Graduate,56,4,3,4604.0,621,0.8140000000000001
0,Single,High School,57,1,4,9272.0,982,0.6509999999999999
0,Married,Graduate,44,4,2,11338.0,0,0.695
0,Single,Uneducated,62,0,2,14314.0,656,0.8220000000000001
0,Single,Unknown,45,3,4,4975.0,1221,0.602
0,Single,Graduate,59,1,2,26692.0,2517,0.7959999999999999
0,Unknown,Graduate,45,2,1,2723.0,1902,0.723
0,Divorced,Uneducated,31,0,2,10850.0,1873,0.995
0,Single,College,57,1,1,4283.0,488,0.865
1,Married,High School,53,1,3,1816.0,0,0.884
0,Married,Graduate,54,5,3,2290.0,1434,0.923
0,Married,Unknown,50,3,1,2240.0,0,0.6679999999999999
0,Married,High School,47,4,3,7711.0,988,0.884
0,Married,Graduate,45,3,3,20274.0,2100,0.584
0,Married,Graduate,48,2,1,2315.0,1565,0.873
0,Unknown,Doctorate,37,1,3,7539.0,0,1.023
0,Married,Graduate,52,3,2,2741.0,1639,0.644
1,Single,High School,29,1,1,17744.0,829,0.851
0,Married,Doctorate,51,1,2,1438.3,0,0.872
0,Married,High School,48,4,1,6798.0,2517,0.873
0,Single,Graduate,37,2,1,5663.0,1149,0.767
0,Single,High School,42,2,2,3172.0,1160,0.588
0,Married,High School,63,1,2,7216.0,2321,0.491
0,Married,Uneducated,47,4,1,5715.0,1214,0.858
0,Married,Unknown,51,1,2,3668.0,0,0.655
0,Married,Graduate,43,4,2,3304.0,2517,0.741
0,Married,Graduate,37,3,2,8818.0,1437,0.649
0,Married,College,44,2,1,19114.0,1754,0.865
0,Unknown,Graduate,35,3,1,8547.0,1666,1.163
0,Married,College,30,0,3,19534.0,0,0.616
0,Single,High School,56,2,1,13904.0,625,0.6729999999999999
0,Single,College,50,3,3,4419.0,1218,0.879
1,Married,Unknown,42,4,2,6743.0,1737,0.598
0,Single,High School,55,1,2,2569.0,1403,0.8859999999999999
0,Divorced,Uneducated,45,4,2,3670.0,1684,0.675
0,Married,High School,47,1,2,2950.0,1642,0.8
0,Divorced,Uneducated,42,4,1,5504.0,0,0.62
1,Unknown,Graduate,38,4,2,8632.0,0,0.395
0,Single,Graduate,55,1,3,2663.0,1784,0.785
0,Married,Graduate,41,3,2,1593.0,0,0.61
0,Single,Graduate,48,3,2,4180.0,688,0.747
0,Single,High School,41,1,3,4969.0,838,0.591
0,Married,Unknown,44,2,1,2617.0,2517,0.78
0,Single,High School,62,0,3,3989.0,0,0.997
0,Married,College,64,0,3,2492.0,1424,0.485
0,Married,College,47,2,3,2373.0,1480,0.631
0,Married,Unknown,35,2,2,1438.3,834,0.684
0,Single,Unknown,54,2,1,19865.0,0,0.59
0,Married,Unknown,43,3,1,4402.0,1640,0.7190000000000001
0,Married,College,43,3,3,9633.0,0,0.638
0,Single,Post-Graduate,54,0,2,11696.0,2288,0.973
0,Unknown,Graduate,37,2,2,12222.0,0,0.861
0,Married,Graduate,41,3,3,33408.0,0,0.816
0,Married,Uneducated,54,3,3,5335.0,1373,0.5579999999999999
0,Divorced,Graduate,29,1,3,3839.0,1139,0.632
0,Married,Uneducated,44,2,3,32643.0,0,1.3
0,Married,Graduate,39,4,4,2385.0,1971,0.613
0,Married,Graduate,43,3,3,2355.0,1090,0.7509999999999999
0,Married,High School,50,2,1,3397.0,1658,0.7240000000000001
0,Single,Post-Graduate,43,3,2,2256.0,1346,0.911
0,Married,College,52,2,3,2803.0,778,0.55
1,Single,Unknown,59,0,4,1852.0,0,0.902
0,Married,High School,42,1,3,2758.0,2017,0.883
0,Married,Graduate,51,1,2,5822.0,2387,0.76
0,Married,Post-Graduate,54,4,3,2802.0,2219,0.7959999999999999
1,Unknown,High School,44,1,2,34516.0,0,0.596
0,Single,Graduate,44,4,2,2758.0,461,0.58
0,Married,High School,36,3,1,15439.0,0,0.742
0,Single,Graduate,41,4,1,6507.0,1452,0.802
0,Married,College,55,3,2,26101.0,614,0.397
0,Married,Graduate,36,2,2,3092.0,1825,1.46
0,Married,Post-Graduate,44,3,1,12552.0,1405,0.7020000000000001
0,Married,High School,56,3,2,4531.0,0,0.491
1,Single,Unknown,62,1,3,1892.0,1604,0.476
0,Single,High School,43,4,1,30503.0,2517,0.462
0,Single,Unknown,33,0,1,2735.0,1769,1.465
0,Single,Uneducated,49,2,1,1768.0,0,0.7879999999999999
0,Unknown,Graduate,45,3,3,10290.0,753,0.858
0,Divorced,College,55,3,3,3282.0,2262,0.653
0,Married,High School,47,3,2,6524.0,1993,0.815
0,Single,Unknown,53,4,3,3844.0,2079,0.755
0,Married,Graduate,33,2,3,1963.0,1721,0.68
0,Married,Graduate,46,2,2,15405.0,1691,0.8140000000000001
0,Single,Unknown,51,4,2,5139.0,1799,0.94
1,Married,Graduate,62,0,3,1438.3,0,1.047
0,Divorced,Graduate,40,3,2,3170.0,2517,1.301
1,Married,Post-Graduate,59,2,3,1438.3,0,0.688
0,Married,High School,53,1,1,3445.0,1074,0.67
0,Married,Uneducated,52,1,3,2151.0,1338,0.926
1,Single,College,55,2,0,1438.3,0,0.608
0,Single,Uneducated,50,3,2,2563.0,1860,0.68
0,Married,Uneducated,49,5,2,2331.0,1798,0.847
0,Single,High School,48,3,3,3871.0,2055,0.8240000000000001
0,Married,Unknown,65,2,2,2318.0,1010,0.81
0,Single,Uneducated,46,3,1,21646.0,1778,1.071
0,Single,College,48,3,1,2865.0,1523,0.605
0,Divorced,Graduate,54,0,3,12547.0,1378,1.12
0,Single,Graduate,62,0,1,30310.0,0,0.777
0,Married,Uneducated,65,1,3,2468.0,2021,0.906
1,Single,High School,54,4,3,1438.3,0,0.6409999999999999
0,Married,Graduate,58,0,2,2194.0,1302,0.8140000000000001
0,Unknown,High School,53,1,1,9060.0,0,0.775
0,Single,Doctorate,56,5,3,4132.0,1559,0.8270000000000001
0,Married,College,43,3,3,21922.0,1467,0.696
0,Married,Post-Graduate,43,4,3,8358.0,926,0.762
0,Single,College,57,3,3,10350.0,0,0.826
0,Married,Graduate,54,0,3,5399.0,1723,0.765
0,Married,Unknown,57,2,3,5266.0,0,1.702
1,Married,Post-Graduate,56,1,2,2802.0,2256,0.615
0,Single,Graduate,59,2,3,6834.0,900,0.605
0,Single,High School,33,4,2,12716.0,1496,1.032
0,Single,Uneducated,55,4,2,4978.0,923,0.883
0,Unknown,Unknown,63,0,2,23925.0,1494,0.7040000000000001
0,Married,High School,37,2,2,7304.0,0,1.144
0,Divorced,High School,44,0,2,5293.0,1236,0.848
0,Single,Graduate,49,5,1,8256.0,864,1.541
0,Married,Uneducated,51,2,1,3559.0,0,0.585
0,Married,Post-Graduate,61,0,3,2566.0,2164,0.578
0,Single,Uneducated,60,1,3,26566.0,2517,0.985
0,Married,Graduate,35,2,1,4014.0,2266,0.718
0,Divorced,High School,57,2,3,3276.0,0,0.972
0,Married,High School,46,4,2,32949.0,1190,0.664
0,Divorced,High School,35,0,3,5619.0,1504,0.775
0,Single,High School,48,3,2,11432.0,2517,0.615
0,Single,Unknown,50,2,1,9697.0,0,0.759
0,Single,Graduate,50,1,2,34516.0,1185,0.725
0,Married,Uneducated,44,4,2,8230.0,1333,0.6920000000000001
1,Married,Doctorate,37,0,3,8654.0,0,0.446
0,Single,Uneducated,52,3,1,1438.3,512,0.7759999999999999
0,Married,Graduate,45,2,3,1513.0,788,0.677
1,Married,High School,55,1,4,4629.0,710,0.7879999999999999
0,Married,College,45,4,1,2737.0,0,0.71
0,Married,Graduate,45,3,2,1438.3,834,0.635
0,Married,Graduate,50,1,1,2623.0,1714,0.807
1,Married,Graduate,53,4,3,1438.3,0,0.314
0,Single,Graduate,53,3,1,34516.0,2435,0.77
1,Married,Unknown,61,1,2,5472.0,788,0.526
0,Married,Graduate,56,3,3,5270.0,779,0.731
1,Divorced,High School,27,0,3,13303.0,2517,0.929
0,Unknown,High School,52,3,2,11976.0,1273,1.024
1,Unknown,High School,47,1,3,3654.0,0,0.63
1,Married,Graduate,43,5,3,14806.0,2517,0.5579999999999999
0,Divorced,Graduate,41,4,1,5654.0,2470,0.637
0,Single,Unknown,39,1,2,15987.0,1494,0.731
0,Single,College,26,1,3,2751.0,1599,0.6940000000000001
0,Married,College,43,2,2,6979.0,898,0.565
0,Single,College,36,2,3,4511.0,754,0.905
0,Married,Graduate,37,4,1,10021.0,1203,0.93
0,Married,High School,45,3,2,1438.3,745,0.83
0,Married,Unknown,62,0,1,1438.3,0,0.425
0,Single,Graduate,59,0,3,4830.0,1469,0.634
0,Single,Graduate,64,1,3,2563.0,2242,1.114
0,Married,Post-Graduate,48,2,2,4776.0,0,0.626
0,Married,Post-Graduate,61,0,1,5561.0,1434,1.423
0,Married,Post-Graduate,47,3,2,2897.0,638,1.041
0,Unknown,High School,26,1,1,10693.0,2517,0.88
0,Married,Uneducated,51,1,3,5638.0,808,0.7809999999999999
0,Married,Graduate,39,1,3,2490.0,1281,0.551
0,Married,Uneducated,49,3,3,1438.3,0,0.8059999999999999
0,Single,Unknown,46,4,2,7128.0,1457,0.5529999999999999
0,Divorced,Graduate,37,2,3,12033.0,1025,0.684
0,Married,College,50,2,4,3606.0,1862,0.6890000000000001
0,Married,College,45,4,2,3035.0,1498,0.903
0,Single,Unknown,49,5,2,20756.0,1710,0.816
0,Married,Unknown,40,2,3,3269.0,1601,1.168
0,Single,High School,45,2,3,3024.0,1835,0.7929999999999999
0,Single,Graduate,55,3,1,34516.0,0,0.813
1,Married,High School,44,1,3,5409.0,0,0.8190000000000001
0,Single,Graduate,52,0,3,3386.0,1794,0.6709999999999999
0,Single,High School,52,3,3,2728.0,1365,0.648
0,Single,Graduate,37,3,3,2005.0,1517,0.7290000000000001
1,Single,High School,47,3,2,7498.0,2319,0.484
0,Married,Uneducated,64,0,1,3250.0,1992,0.715
0,Married,Graduate,45,3,6,4195.0,2440,0.889
1,Single,Graduate,33,2,2,1806.0,0,0.983
0,Married,Graduate,56,3,2,2235.0,0,0.556
0,Single,Unknown,51,3,2,30899.0,0,0.502
1,Single,Unknown,49,2,3,1643.0,526,0.8290000000000001
1,Married,Uneducated,50,2,3,1438.3,458,0.613
0,Married,Graduate,53,4,2,4753.0,2472,1.274
0,Single,Uneducated,65,0,1,2644.0,1691,0.755
0,Single,Doctorate,47,3,3,2872.0,2517,0.606
0,Divorced,College,60,0,3,3426.0,1650,0.622
0,Single,College,55,3,3,12948.0,1839,1.113
0,Single,Uneducated,38,3,3,13220.0,848,0.825
0,Single,College,39,3,2,1640.0,1177,0.695
0,Married,High School,32,1,1,4097.0,1293,0.6709999999999999
0,Married,College,35,3,3,2259.0,1776,1.2919999999999998
0,Single,Unknown,62,1,2,1927.0,1319,0.672
0,Married,Unknown,50,3,3,13824.0,1582,0.522
0,Unknown,Graduate,57,1,3,3672.0,886,1.32
0,Single,Unknown,40,4,2,2812.0,2029,0.634
0,Single,Graduate,48,3,3,3882.0,2029,0.7509999999999999
0,Married,Uneducated,49,4,2,6139.0,1585,0.713
0,Single,Graduate,60,1,3,28701.0,0,1.165
0,Married,Graduate,38,5,5,2153.0,1392,0.787
1,Married,High School,54,3,2,2452.0,1012,0.46
1,Married,Unknown,56,2,3,4390.0,0,1.005
0,Married,College,43,3,3,2800.0,2517,0.816
1,Married,Uneducated,59,2,5,1438.3,0,0.6559999999999999
0,Single,Graduate,34,3,1,7531.0,0,1.007
1,Single,Unknown,59,2,3,2721.0,1885,0.853
0,Married,College,53,1,3,1665.0,964,1.0490000000000002
0,Single,High School,53,1,2,8154.0,996,0.594
0,Married,Unknown,50,1,5,34516.0,2076,0.812
0,Single,College,37,2,2,1438.3,743,0.561
0,Single,Unknown,31,2,3,34516.0,1180,0.8009999999999999
0,Single,Post-Graduate,47,1,2,9090.0,1371,0.64
1,Single,Graduate,56,2,2,1438.3,0,0.65
0,Married,Graduate,49,3,3,2174.0,785,0.657
0,Married,Graduate,37,3,1,4940.0,1199,1.57
0,Single,High School,59,0,1,3790.0,1149,0.597
0,Married,Graduate,33,0,2,2613.0,1599,0.7490000000000001
1,Married,Graduate,49,3,2,4576.0,193,0.85
0,Single,Graduate,27,1,2,2339.0,2080,1.067
0,Single,Doctorate,38,1,2,3466.0,2517,0.6990000000000001
1,Married,Uneducated,48,3,3,4960.0,0,0.882
0,Married,Uneducated,42,4,2,2260.0,1007,0.84
1,Single,Uneducated,54,2,1,3682.0,2517,0.379
0,Unknown,High School,49,2,1,2497.0,1674,0.701
0,Unknown,College,46,3,2,24869.0,1729,0.408
0,Married,Graduate,42,5,3,10607.0,2517,1.197
1,Single,Graduate,44,1,2,3101.0,0,0.66
1,Single,High School,37,1,2,1793.0,792,0.723
0,Unknown,College,39,3,2,33406.0,1692,1.242
0,Single,Graduate,56,0,6,2463.0,1621,0.568
0,Divorced,Graduate,31,0,1,21615.0,570,0.737
0,Married,Graduate,57,0,2,5387.0,2047,0.579
0,Single,Uneducated,43,4,1,16043.0,2036,0.7
1,Married,High School,39,2,3,2220.0,0,0.872
0,Single,College,45,2,3,23218.0,1814,1.178
1,Single,College,46,3,4,4026.0,243,0.738
1,Single,Unknown,44,3,2,1606.0,1578,0.85
0,Single,Graduate,38,1,3,23391.0,1977,0.5579999999999999
0,Single,High School,44,3,2,3084.0,0,0.861
0,Single,Doctorate,59,0,1,1438.3,0,0.691
0,Married,Post-Graduate,54,2,3,34516.0,1996,0.988
0,Single,High School,42,3,2,10136.0,0,0.428
0,Married,Unknown,64,0,3,2787.0,1201,0.372
0,Single,Graduate,45,4,2,17625.0,894,1.285
0,Single,Doctorate,45,4,3,34516.0,1411,0.701
1,Single,Unknown,39,3,2,7821.0,2517,0.408
0,Single,Doctorate,54,1,3,26053.0,829,0.669
0,Married,Graduate,39,3,3,13049.0,943,0.6859999999999999
1,Single,High School,53,0,4,34516.0,2297,0.416
0,Single,Graduate,50,3,1,33996.0,949,0.846
0,Single,High School,51,4,3,34516.0,2274,0.7879999999999999
1,Divorced,Uneducated,43,2,3,6811.0,0,0.677
0,Divorced,High School,42,3,3,27310.0,0,0.919
0,Married,College,35,2,2,15279.0,1496,0.997
0,Married,Uneducated,48,5,2,2364.0,1619,0.585
0,Single,High School,26,0,3,10286.0,2286,0.6709999999999999
0,Married,Uneducated,40,4,3,4788.0,1088,0.8079999999999999
0,Unknown,High School,51,1,1,6346.0,578,0.55
0,Unknown,Unknown,44,2,1,4852.0,1777,0.667
0,Married,High School,45,4,4,2484.0,1543,0.703
0,Single,College,59,1,2,2601.0,1888,0.773
0,Single,Graduate,43,1,3,20013.0,922,0.655
0,Single,Graduate,50,1,1,2833.0,1622,0.951
1,Divorced,High School,32,1,3,12616.0,0,1.054
0,Married,Graduate,49,2,2,11332.0,946,0.857
0,Married,Unknown,63,0,2,2420.0,1912,1.256
0,Married,Uneducated,42,3,2,3549.0,0,0.584
0,Married,Unknown,48,3,3,6626.0,1558,1.02
1,Married,Unknown,45,4,4,26107.0,0,0.55
0,Divorced,Graduate,48,2,3,6383.0,1436,0.845
0,Married,Graduate,57,1,3,1894.0,0,0.731
0,Married,Unknown,43,3,2,2415.0,1452,0.609
0,Married,Graduate,43,2,3,2209.0,0,0.7490000000000001
0,Divorced,High School,40,1,2,2579.0,1959,0.618
1,Married,High School,48,2,2,16362.0,2268,0.841
0,Unknown,Graduate,30,0,5,18513.0,2517,0.524
1,Divorced,High School,54,2,3,3591.0,2517,0.665
0,Single,Unknown,52,2,1,15904.0,1024,0.369
0,Married,Post-Graduate,47,3,3,8257.0,961,0.741
1,Married,Uneducated,57,2,6,2404.0,284,0.866
0,Married,Uneducated,61,2,1,18571.0,0,0.594
0,Single,High School,42,3,2,2563.0,1579,0.924
0,Married,Uneducated,56,2,2,11102.0,1946,0.625
0,Married,High School,33,3,2,14918.0,2028,1.342
0,Single,Graduate,52,2,2,3360.0,1219,0.412
0,Married,Graduate,55,3,2,16208.0,1278,0.5429999999999999
0,Married,College,46,3,3,15483.0,1719,0.6859999999999999
0,Married,Graduate,44,2,1,34516.0,1726,0.867
1,Married,College,44,3,3,5357.0,2139,0.499
0,Married,Unknown,38,1,3,2346.0,1407,0.77
1,Single,Graduate,48,2,2,2168.0,1323,0.687
0,Married,College,56,0,1,2143.0,1194,0.49
0,Married,Unknown,51,2,6,7744.0,1893,0.813
0,Married,Graduate,62,0,1,2591.0,0,0.601
0,Unknown,High School,44,3,3,3398.0,2415,0.8909999999999999
0,Single,Uneducated,40,3,2,3919.0,1640,0.8
0,Single,Graduate,36,3,2,3701.0,969,1.079
0,Unknown,Unknown,42,5,1,34516.0,1839,0.69
0,Single,Graduate,44,1,4,1484.0,885,0.951
0,Single,High School,44,4,1,1438.3,1169,0.5579999999999999
0,Married,High School,55,1,1,5381.0,0,0.746
0,Single,Graduate,48,4,2,11164.0,859,0.915
1,Single,Post-Graduate,46,4,2,1836.0,0,0.3229999999999999
0,Single,Graduate,53,3,3,2506.0,0,0.598
1,Single,Graduate,26,0,2,2469.0,2410,0.544
0,Unknown,Graduate,43,1,3,9851.0,0,1.034
0,Single,Unknown,47,3,2,2915.0,2422,0.5760000000000001
0,Divorced,Unknown,57,2,2,3251.0,1887,1.007
0,Single,Graduate,35,1,2,2546.0,1348,0.877
0,Single,Doctorate,41,3,2,1738.0,0,0.654
0,Single,Unknown,56,0,2,1579.0,768,0.888
0,Single,Graduate,41,2,2,3028.0,2270,0.804
0,Married,Graduate,44,3,2,1438.3,0,0.773
0,Married,Uneducated,39,4,3,25790.0,1798,0.973
1,Married,Graduate,36,1,2,1493.0,0,0.721
0,Single,Graduate,50,3,1,10762.0,703,0.5479999999999999
0,Married,Uneducated,37,3,1,2229.0,1791,1.139
1,Single,Uneducated,40,3,2,3698.0,478,0.611
0,Married,Graduate,40,3,3,22729.0,1581,1.025
0,Unknown,Post-Graduate,47,3,1,3979.0,1319,0.85
0,Single,College,57,3,1,2063.0,953,0.868
0,Married,High School,48,3,2,34516.0,1948,0.6659999999999999
0,Married,Unknown,53,2,1,7181.0,2517,0.545
0,Unknown,Graduate,53,3,2,14627.0,1997,0.718
1,Married,Graduate,49,1,1,14973.0,0,0.895
0,Married,High School,38,3,3,2363.0,2033,0.498
1,Married,College,53,1,2,3339.0,0,0.6940000000000001
1,Married,Uneducated,48,4,2,2732.0,0,0.76
0,Married,Doctorate,39,2,2,1693.0,1101,0.778
0,Married,Graduate,32,3,3,6407.0,963,1.052
0,Married,Graduate,49,5,1,29531.0,2088,0.843
0,Single,Doctorate,58,1,2,16677.0,1590,0.885
0,Married,High School,39,2,1,9347.0,1988,1.173
0,Married,Graduate,50,3,3,3230.0,1172,0.514
1,Married,High School,48,4,2,3607.0,0,0.504
0,Married,Graduate,42,5,2,11880.0,2025,0.835
0,Married,High School,48,4,3,3187.0,1937,0.77
0,Single,Uneducated,47,2,3,12510.0,1871,0.748
0,Married,Graduate,46,2,3,1610.0,0,0.6890000000000001
0,Married,High School,46,3,2,1781.0,1315,0.7040000000000001
0,Married,Uneducated,53,3,3,3326.0,1442,0.711
0,Divorced,Uneducated,45,3,3,20356.0,2517,0.607
0,Divorced,Uneducated,40,2,3,23603.0,0,0.795
0,Single,Doctorate,35,3,1,12287.0,770,0.612
1,Married,Graduate,35,4,3,12634.0,0,0.3229999999999999
1,Single,College,45,5,3,4982.0,0,0.8859999999999999
1,Married,High School,49,3,3,1511.0,0,0.432
0,Married,Graduate,33,3,3,1438.3,1055,0.901
0,Married,Graduate,47,1,3,11722.0,1667,0.5660000000000001
0,Unknown,Post-Graduate,49,2,2,18253.0,2517,0.91
0,Single,High School,38,3,1,3413.0,1801,0.88
0,Married,Doctorate,38,2,3,7530.0,1336,0.7490000000000001
0,Married,Unknown,52,1,2,1438.3,635,0.7440000000000001
0,Single,High School,60,0,2,4546.0,0,0.66
0,Married,College,48,5,3,6797.0,2239,0.922
1,Married,Graduate,49,3,2,6184.0,0,0.476
0,Single,High School,43,3,3,1438.3,0,0.6890000000000001
0,Divorced,High School,47,4,1,1983.0,989,0.726
1,Married,Unknown,49,3,3,2910.0,0,0.789
0,Single,Unknown,44,4,3,3936.0,2024,0.988
0,Married,College,52,3,3,27751.0,1018,0.426
0,Married,Graduate,42,1,1,2393.0,1985,0.7879999999999999
0,Married,Graduate,54,0,2,1740.0,0,0.8109999999999999
0,Divorced,College,44,3,2,4513.0,1950,0.83
0,Married,Graduate,57,2,2,4682.0,1010,0.638
0,Married,Unknown,45,4,3,1862.0,845,0.604
0,Unknown,Unknown,41,3,3,5813.0,1614,0.696
0,Married,Graduate,57,2,3,6248.0,1493,0.597
0,Married,Graduate,42,3,3,8628.0,1077,0.872
0,Single,Graduate,36,1,5,6091.0,1184,0.7659999999999999
1,Married,Graduate,53,2,3,12778.0,507,0.967
0,Single,Graduate,35,3,3,2211.0,1370,0.7809999999999999
0,Single,Graduate,44,4,2,11346.0,0,0.665
0,Married,High School,58,1,2,2165.0,1135,0.7070000000000001
1,Married,Doctorate,56,2,6,1438.3,0,0.6990000000000001
0,Unknown,Graduate,46,3,3,16546.0,1850,0.7290000000000001
0,Single,High School,44,5,2,5947.0,995,0.7240000000000001
0,Married,High School,32,3,2,4561.0,2029,0.768
0,Married,Doctorate,36,2,3,4934.0,1504,1.52
0,Single,Graduate,51,2,1,3785.0,1329,0.8640000000000001
0,Single,Unknown,43,3,2,11926.0,1766,0.875
1,Single,Graduate,56,3,3,10016.0,1872,0.735
1,Divorced,College,47,4,3,6769.0,274,0.998
0,Single,Graduate,53,2,2,3685.0,0,0.762
0,Married,Graduate,53,2,2,6363.0,1162,0.644
0,Married,High School,40,5,1,4155.0,1315,0.767
0,Single,Graduate,51,2,4,2581.0,1722,0.765
0,Single,College,44,1,1,4274.0,1680,0.78
0,Married,Post-Graduate,51,3,3,1590.0,1273,0.64
0,Single,Graduate,41,4,3,34516.0,825,0.982
0,Single,Unknown,39,2,3,34516.0,0,0.7240000000000001
0,Unknown,Graduate,43,3,3,4878.0,2098,0.665
1,Single,Graduate,34,2,2,1666.0,0,0.713
1,Single,Uneducated,57,1,3,9129.0,0,0.733
0,Divorced,Graduate,48,3,4,7860.0,0,0.598
0,Married,Doctorate,55,2,2,10858.0,0,0.787
0,Single,College,44,2,2,2429.0,1687,0.7659999999999999
0,Married,Graduate,49,1,2,5481.0,0,0.784
0,Unknown,Graduate,39,3,3,33905.0,2070,0.685
0,Married,Unknown,52,1,2,14858.0,1594,0.51
0,Divorced,Unknown,50,2,1,2966.0,1433,0.49
0,Married,Unknown,48,1,2,1438.3,1197,0.917
0,Married,Post-Graduate,57,3,1,3478.0,2517,0.685
0,Single,Graduate,54,3,3,6146.0,2210,0.905
0,Married,Graduate,50,3,2,34516.0,2253,1.032
0,Married,High School,57,3,2,2742.0,2321,1.315
0,Married,Graduate,41,5,3,2178.0,1408,0.635
0,Single,Graduate,38,1,3,25662.0,1515,0.556
0,Single,Unknown,54,1,3,28570.0,2027,0.7490000000000001
0,Married,Post-Graduate,50,2,2,3350.0,1335,0.7809999999999999
0,Single,Graduate,54,2,3,12815.0,1017,0.532
